Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,381.28900146484375,388.0979919433594,376.7659912109375,387.0769958496094,321.91009521484375,58279
2010-01-05,390.2860107421875,395.8789978027344,389.0710144042969,394.7120056152344,328.2596740722656,95281
2010-01-06,394.9070129394531,400.35400390625,389.0710144042969,396.26800537109375,329.55377197265625,68622
2010-01-07,396.85198974609375,401.22900390625,394.9549865722656,399.9649963378906,332.6283264160156,66019
2010-01-08,402.68798828125,402.68798828125,390.0920104980469,393.10699462890625,326.9249267578125,41554
2010-01-11,395.8789978027344,398.7969970703125,393.9339904785156,395.343994140625,328.7853088378906,27779
2010-01-12,397.82501220703125,397.87298583984375,388.2919921875,389.1679992675781,323.6490478515625,48347
2010-01-13,385.2770080566406,390.2380065917969,381.0950012207031,384.15899658203125,319.4833068847656,126128
2010-01-14,388.5840148925781,389.0710144042969,379.4410095214844,382.74798583984375,318.3099060058594,50819
2010-01-15,383.2349853515625,384.93701171875,373.50799560546875,374.6260070800781,311.5553283691406,203579
2010-01-18,371.9519958496094,383.1860046386719,369.61700439453125,381.43499755859375,317.21795654296875,86535
2010-01-19,388.0979919433594,389.4599914550781,382.3110046386719,385.32598876953125,320.453857421875,80341
2010-01-20,388.0010070800781,393.739013671875,386.15301513671875,391.4540100097656,325.55023193359375,88634
2010-01-21,386.39599609375,390.5299987792969,382.3110046386719,384.93701171875,320.1304016113281,37253
2010-01-22,379.343994140625,388.04901123046875,373.7019958496094,378.8580017089844,315.0748291015625,84446
2010-01-25,375.0150146484375,382.2130126953125,374.67498779296875,379.489990234375,315.6004638671875,52401
2010-01-27,379.489990234375,382.60198974609375,355.1239929199219,362.27301025390625,301.28204345703125,68408
2010-01-28,366.74798583984375,374.4800109863281,356.5830078125,363.052001953125,301.9298400878906,245756
2010-01-29,367.6719970703125,389.0220031738281,350.16400146484375,379.7820129394531,315.84326171875,277790
2010-02-01,381.14300537109375,394.4200134277344,377.39801025390625,392.81500244140625,326.6820373535156,94600
2010-02-02,398.2139892578125,400.6449890136719,389.36199951171875,392.0369873046875,326.0350036621094,213204
2010-02-03,393.6419982910156,396.85198974609375,389.5570068359375,390.8210144042969,325.0237731933594,52261
2010-02-04,380.3169860839844,387.75799560546875,379.3919982910156,382.70001220703125,318.2699890136719,65662
2010-02-05,366.6990051269531,378.322998046875,366.30999755859375,370.49200439453125,308.1173095703125,51500
2010-02-08,381.1919860839844,381.1919860839844,369.61700439453125,377.7879943847656,314.1849670410156,35238
2010-02-09,374.9670104980469,379.2950134277344,369.7139892578125,376.3290100097656,312.9715881347656,49455
2010-02-10,382.2619934082031,382.2619934082031,370.1520080566406,372.43798828125,309.73565673828125,71750
2010-02-11,373.7019958496094,376.3290100097656,372.5350036621094,374.67498779296875,311.5960388183594,16166
2010-02-15,377.39801025390625,377.885009765625,369.76300048828125,371.5140075683594,308.9672546386719,14625
2010-02-16,371.56201171875,379.343994140625,363.489013671875,376.2799987792969,312.93084716796875,41140
2010-02-17,378.3710021972656,380.55999755859375,369.6659851074219,372.77801513671875,310.0184326171875,30291
2010-02-18,373.31298828125,375.4530029296875,364.7539978027344,368.5469970703125,306.499755859375,26049
2010-02-19,366.2130126953125,374.9670104980469,358.9179992675781,369.47100830078125,307.2681579589844,25938
2010-02-22,376.4739990234375,378.0790100097656,367.9639892578125,372.3890075683594,309.6949157714844,29772
2010-02-23,369.5199890136719,373.21600341796875,369.5199890136719,371.4649963378906,308.9264831542969,28947
2010-02-24,369.61700439453125,374.4800109863281,366.114990234375,370.2489929199219,307.9151916503906,12243
2010-02-25,374.2860107421875,379.2950134277344,368.8389892578125,371.0270080566406,308.5622253417969,45134
2010-02-26,374.4800109863281,385.9580078125,371.6600036621094,381.2409973144531,317.056640625,69666
2010-03-02,389.0710144042969,396.8030090332031,384.2070007324219,392.5719909667969,326.47998046875,87202
2010-03-03,395.7820129394531,408.52398681640625,395.7820129394531,402.59100341796875,334.8122253417969,75468
2010-03-04,403.6610107421875,422.9200134277344,399.9649963378906,418.9800109863281,348.44207763671875,186669
2010-03-05,420.1960144042969,429.43701171875,414.70098876953125,417.4729919433594,347.1886901855469,143499
2010-03-08,423.114013671875,425.8380126953125,411.4419860839844,417.4729919433594,347.1886901855469,61761
