Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,199.8000030517578,199.8000030517578,197.60000610351562,198.61000061035156,133.60296630859375,658270
2010-01-05,200.1999969482422,203.77000427246094,199.39999389648438,202.0,135.88339233398438,1105750
2010-01-06,203.3300018310547,204.0,198.42999267578125,199.05999755859375,133.90565490722656,815055
2010-01-07,200.0,201.0,197.8000030517578,200.58999633789062,134.93490600585938,1123435
2010-01-08,201.8000030517578,203.66000366210938,199.39999389648438,202.7100067138672,136.36097717285156,1219710
2010-01-11,204.0,211.1999969482422,203.77000427246094,210.22000122070312,141.41290283203125,1509610
2010-01-12,210.0,214.60000610351562,206.10000610351562,209.82000732421875,141.14382934570312,1586180
2010-01-13,205.60000610351562,209.60000610351562,205.60000610351562,207.88999938964844,139.8455352783203,2224945
2010-01-14,207.77999877929688,215.55999755859375,207.77999877929688,212.41000366210938,142.88609313964844,2228290
2010-01-15,215.77000427246094,218.58999633789062,213.0,215.63999938964844,145.05886840820312,2247170
2010-01-18,215.0,223.0,212.07000732421875,221.66000366210938,149.10848999023438,1796635
2010-01-19,222.1999969482422,223.0,218.63999938964844,220.83999633789062,148.55685424804688,865845
2010-01-20,221.60000610351562,223.60000610351562,215.8699951171875,216.5500030517578,145.6710205078125,803705
2010-01-21,216.0,217.97999572753906,210.22999572753906,212.00999450683594,142.6170196533203,699775
2010-01-22,210.0,211.2100067138672,204.82000732421875,206.22999572753906,138.7288818359375,1537490
2010-01-25,204.0,206.0,201.1999969482422,203.52000427246094,136.9058837890625,588995
2010-01-27,202.0,202.0,193.42999267578125,194.50999450683594,130.84494018554688,1231550
2010-01-28,199.75999450683594,204.39999389648438,196.0,202.8000030517578,136.4215545654297,1014920
2010-01-29,201.0,208.8000030517578,198.0,205.10000610351562,137.96871948242188,2256845
2010-02-01,206.16000366210938,214.55999755859375,201.0,212.6699981689453,143.06100463867188,1452575
2010-02-02,215.0500030517578,216.64999389648438,205.66000366210938,206.61000061035156,138.98448181152344,1448755
2010-02-03,208.66000366210938,215.0,205.02000427246094,213.97999572753906,143.9422149658203,1422975
2010-02-04,213.60000610351562,213.6699981689453,208.4499969482422,209.41000366210938,140.8680419921875,664260
